method,scenario_id,step,q_R_x,q_R_y,q_R_z,rate_HR,rate_RL,rate_e2e,reward,constraint_violation,rate_bps,rate_mbps,source_file,source_stage,git_commit,source_code_hash
BalancedLinkPolicy,eval_0,20,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.24487455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,21,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,22,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,23,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,24,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,25,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,26,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,27,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,28,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,29,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,30,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,31,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,32,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,33,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,34,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,35,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,36,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,37,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,38,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,39,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,40,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,41,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,42,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,43,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,44,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,45,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,46,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,47,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,48,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,49,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,50,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,51,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,52,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,53,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,54,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,55,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,56,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,57,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,58,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,59,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,60,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,61,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,62,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,63,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,64,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,65,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,66,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,67,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,68,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,69,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,70,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,71,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,72,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,73,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,74,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,75,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,76,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,77,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,78,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,79,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,80,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,81,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,82,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,83,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,84,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,85,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,86,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,87,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,88,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,89,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,90,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,91,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,92,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,93,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
BalancedLinkPolicy,eval_0,94,690.91883092,690.91883092,478.786796564,8507843.84395,8509455.91976,4253921.92198,4.25387455618,0,4253921.92198,4.25392192198,results/phase4/algorithms and fixed Phase 4 eval_0 scenario,phase5,221c50db0924c5cd02ad69e0e440bbb39da79d6c,013686511bc9830caa578e6aa7d4ea21962f1c845348e8e7a6db66acce6e9f97
